Maquina,Indice_Tiempo,Tiempo_Entre_Fallas
CHILINDRINA,27,29.67175544
CHILINDRINA,28,15.26074788
CHILINDRINA,29,10.63363009
CHILINDRINA,30,1.026067326
CHILINDRINA,31,3.742186273
CHILINDRINA,32,5.894376551
CHILINDRINA,33,145.2220164
CHILINDRINA,34,19.74360552
CHILINDRINA,35,14.79680873
CHILINDRINA,36,14.74422416
CHILINDRINA,37,2.187275764
CHILINDRINA,38,11.70897469
CHISQUEADA,1,20.09414112
CHISQUEADA,2,16.91614294
CHISQUEADA,3,5.169458414
CHISQUEADA,4,5.59493985
CHISQUEADA,5,9.440974387
CHISQUEADA,6,45.32254957
CHISQUEADA,7,1.459914271
CHISQUEADA,8,0.203380787
CHISQUEADA,9,20.98710782
CHISQUEADA,10,12.61816181
CHISQUEADA,11,17.84280028
CHISQUEADA,12,12.82295587
CHISQUEADA,13,8.231039699
CHISQUEADA,14,0.049122801
CHISQUEADA,15,32.68157755
CHISQUEADA,16,3.303121609
CHISQUEADA,17,9.86395316
CHISQUEADA,18,2.318956134
CHISQUEADA,19,9.207635914
CHISQUEADA,20,5.501446146
CHISQUEADA,21,6.240085104
CHISQUEADA,22,4.998414039
CHISQUEADA,23,12.37464541
CHISQUEADA,24,33.82913743
CHISQUEADA,25,18.98754954
CHISQUEADA,26,18.11455872
CHISQUEADA,27,3.347774734
CHISQUEADA,28,47.15778257
CHISQUEADA,29,2.889776354
CHISQUEADA,30,22.65138785
CHISQUEADA,31,8.076192361
CHISQUEADA,32,70.12270394
CHISQUEADA,33,5.87683897
CHISQUEADA,34,13.22598419
CHISQUEADA,35,8.528341123
CHORREADA,1,12.72671238
CHORREADA,2,1.426309294
CHORREADA,3,1.662565544
CHORREADA,4,3.955689282
CHORREADA,5,26.09118692
CHORREADA,6,6.27960316
CHORREADA,7,7.605108611
CHORREADA,8,0.20966728
CHORREADA,9,0.024206285
CHORREADA,10,10.01016593
CHORREADA,11,5.7808125
CHORREADA,12,2.514816319
CHORREADA,13,22.82669988
CHORREADA,14,7.196487465
CHORREADA,15,16.34181556
CHORREADA,16,7.31335228
CHORREADA,17,19.15430101
CHORREADA,18,0.697256331
CHORREADA,19,27.05206292
CHORREADA,20,7.579891435
CHORREADA,21,24.05407644
CHORREADA,22,32.93788546
CHORREADA,23,6.588553588
CHORREADA,24,3.957446111
CHORREADA,25,25.82732704
CHORREADA,26,2.264796458
CHORREADA,27,11.19020536
CHORREADA,28,8.296056713
CHORREADA,29,0.743266204
CHORREADA,30,46.20264537
CHORREADA,31,4.611110949
CHORREADA,32,9.789319444
CHORREADA,33,0.05715066
CHORREADA,34,8.34307103
CHORREADA,35,0.27735015
CHORREADA,36,3.503340231
CHORREADA,37,0.476407292
CHORREADA,38,0.359339549
CHORREADA,39,1.551623449
CHORREADA,40,0.174639815
CHORREADA,41,7.382689271
CHORREADA,42,0.185313507
CHORREADA,43,6.838331875
CHORREADA,44,1.804939931
CHORREADA,45,5.971476343
CHORREADA,46,3.649777431
CHORREADA,47,9.347499306
CHORREADA,48,3.718496609
CHORREADA,49,0.940151736
CHORREADA,50,9.667690856
CHORREADA,51,1.187566979
CHORREADA,52,13.23133171
CHORREADA,53,8.473909688
CHORREADA,54,1.366139155
CHORREADA,55,2.35157184
CHORREADA,56,7.630912616
CHORREADA,57,0.043469178
CHORREADA,58,0.271544641
CHORREADA,59,0.108748762
CHORREADA,60,1.226980012
CHORREADA,61,5.068319907
CHORREADA,62,9.178508565
CHORREADA,63,15.52307179
CHORREADA,64,12.01717439
CHORREADA,65,1.012230208
CHORREADA,66,5.560262998
CHORREADA,67,9.682725857
CHORREADA,68,2.181409097
CHORREADA,69,1.450606447
CHORREADA,70,20.32118446
CHORREADA,71,3.666387303
CHORREADA,72,2.398259722
CHORREADA,73,1.294277975
CHORREADA,74,4.548292245
CHORREADA,75,1.068809491
CHORREADA,76,2.850258611
CLEOPATRA,1,65.48775058
CLEOPATRA,2,0.463722025
CLEOPATRA,3,146.5730021
CLEOPATRA,4,0.17363831
CLEOPATRA,5,0.119236111
CLEOPATRA,6,7.545093171
CLEOPATRA,7,58.67800162
CLEOPATRA,8,0.698146875
CLEOPATRA,9,13.91859877
CLEOPATRA,10,17.25867032
CLEOPATRA,11,8.444620914
CLEOPATRA,12,0.050672106
CLEOPATRA,13,0.095248414
CLEOPATRA,14,3.186018241
CLEOPATRA,15,24.8020566
CLEOPATRA,16,13.34402366
CLEOPATRA,17,18.34859572
CLEOPATRA,18,1.003711412
CLEOPATRA,19,36.91806304
CLEOPATRA,20,10.10212218
CLEOPATRA,21,0.631723229
CLEOPATRA,22,42.88626204
CLEOPATRA,23,1.49504522
CLEOPATRA,24,2.55486088
CLEOPATRA,25,5.800033646
CLEOPATRA,26,0.601272303
CLEOPATRA,27,7.886795833
CLEOPATRA,28,10.7194456
CLEOPATRA,29,3.004804317
CLEOPATRA,30,6.720511192
CONSENTIDA,1,9.83710162
CONSENTIDA,2,6.340933796
CONSENTIDA,3,0.217738808
CONSENTIDA,4,5.369033171
CONSENTIDA,5,0.246290394
CONSENTIDA,6,15.46837454
CONSENTIDA,7,6.82348897
CONSENTIDA,8,1.126604201
CONSENTIDA,9,0.796337894
CONSENTIDA,10,3.063107674
CONSENTIDA,11,2.096813854
CONSENTIDA,12,2.163776505
CONSENTIDA,13,0.722647072
CONSENTIDA,14,10.23656061
CONSENTIDA,15,10.39857211
CONSENTIDA,16,2.200975694
CONSENTIDA,17,2.808117523
CONSENTIDA,18,9.224612928
CONSENTIDA,19,5.357408449
CONSENTIDA,20,7.031770023
CONSENTIDA,21,6.398127662
CONSENTIDA,22,4.381028935
CONSENTIDA,23,0.575192361
CONSENTIDA,24,0.145094363
CONSENTIDA,25,17.54535926
CONSENTIDA,26,4.128579745
CONSENTIDA,27,0.119274259
CONSENTIDA,28,0.206288692
CONSENTIDA,29,16.95499256
CONSENTIDA,30,6.423759294
CONSENTIDA,31,1.393078009
CONSENTIDA,32,3.168174965
CONSENTIDA,33,6.071844178
CONSENTIDA,34,4.119118553
CONSENTIDA,35,1.854153588
CONSENTIDA,36,34.63894074
CONSENTIDA,37,9.014142095
CONSENTIDA,38,0.146784757
CONSENTIDA,39,7.526811042
CONSENTIDA,40,9.145648414
CONSENTIDA,41,16.20868757
CONSENTIDA,42,8.564075926
CONSENTIDA,43,23.47365301
CONSENTIDA,44,5.713319398
CONSENTIDA,45,2.666260185
CONSENTIDA,46,0.745450579
CONSENTIDA,47,0.686863773
CONSENTIDA,48,1.312286574
CONSENTIDA,49,2.260393981
CONSENTIDA,50,8.150696493
CONSENTIDA,51,0.568744861
CONSENTIDA,52,1.636402581
CONSENTIDA,53,0.291833333
CONSENTIDA,54,0.452057257
CONSENTIDA,55,1.618556991
CONSENTIDA,56,1.671399572
CONSENTIDA,57,0.338548576
CONSENTIDA,58,0.397893796
CONSENTIDA,59,0.870852708
CONSENTIDA,60,0.078010914
CONSENTIDA,61,0.051492211
CONSENTIDA,62,0.039923461
CONSENTIDA,63,0.11297728
CONSENTIDA,64,9.359325301
CONSENTIDA,65,2.777899387
CONSENTIDA,66,2.872057558
CONSENTIDA,67,0.179730602
CONSENTIDA,68,20.9415701
CONSENTIDA,69,2.71002419
CONSENTIDA,70,0.484164896
CONSENTIDA,71,0.406997338
CONSENTIDA,72,7.828009722
CONSENTIDA,73,0.417902037
CONSENTIDA,74,0.347240787
CONSENTIDA,75,2.472528704
CONSENTIDA,76,1.379465625
CONSENTIDA,77,4.811280093
CONSENTIDA,78,0.780760382
CONSENTIDA,79,3.090263391
CONSENTIDA,80,1.860012269
CONSENTIDA,81,1.413296181
CONSENTIDA,82,0.511300579
CONSENTIDA,83,0.067946678
CONSENTIDA,84,2.214852975
CONSENTIDA,85,1.571216817
CONSENTIDA,86,0.283655637
CONSENTIDA,87,0.248666204
CONSENTIDA,88,0.165644329
CONSENTIDA,89,0.562971447
CONSENTIDA,90,1.287102581
CONSENTIDA,91,1.645265046
CONSENTIDA,92,0.849140822
CONSENTIDA,93,1.048025069
CONSENTIDA,94,0.808399768
CONSENTIDA,95,0.044140706
CONSENTIDA,96,0.048118137
CONSENTIDA,97,0.136141516
CONSENTIDA,98,1.472562072
CONSENTIDA,99,4.447637998
CONSENTIDA,100,0.634771562
CONSENTIDA,101,11.36651956
CONSENTIDA,102,2.688816354
CONSENTIDA,103,9.332254977
CONSENTIDA,104,0.703752396
CONSENTIDA,105,2.952714086
CONSENTIDA,106,0.090404595
CONSENTIDA,107,0.114676042
CONSENTIDA,108,0.077392049
CONSENTIDA,109,1.154244977
CONSENTIDA,110,0.766265046
CONSENTIDA,111,2.61782257
CONSENTIDA,112,6.31352037
CONSENTIDA,113,0.183802893
CONSENTIDA,114,32.72137288
CONSENTIDA,115,14.28895999
CONSENTIDA,116,0.080395556
CONSENTIDA,117,19.2496044
CONSENTIDA,118,11.33609742
CONSENTIDA,119,0.294030938
CONSENTIDA,120,0.100747604
CONSENTIDA,121,0.256025741
CONSENTIDA,122,8.652415671
CONSENTIDA,123,1.495878426
CONSENTIDA,124,0.233268634
CONSENTIDA,125,0.894032477
CONSENTIDA,126,0.211078171
CONSENTIDA,127,3.160304977
CONSENTIDA,128,1.231413113
CONSENTIDA,129,0.676485185
CONSENTIDA,130,4.387734259
CONSENTIDA,131,5.385949387
CONSENTIDA,132,0.364572107
CONSENTIDA,133,0.68222963
CUCA,1,1.647525729
CUCA,2,4.733694016
CUCA,3,16.46394178
CUCA,4,66.60731655
CUCA,5,1.842681551
CUCA,6,4.052493438
CUCA,7,2.586029167
CUCA,8,4.717409444
CUCA,9,14.7388691
CUCA,10,85.53681096
CUCA,11,11.45862689
CUCA,12,15.50512103
CUCA,13,1.387878472
CUCA,14,15.00347187
CUCA,15,3.383462002
CUCA,16,2.526432176
CUCA,17,61.64251856
CUCA,18,15.97994544
CUCA,19,18.79393171
CUCA,20,9.343188657
CUCA,21,9.192121019
CUCA,22,8.429603438
CUCA,23,8.332982292
CUCA,24,3.773575116
CUCA,25,5.097852268
CUCA,26,0.036958634
CUCA,27,10.48385344
CUCA,28,2.630707523
CUCA,29,38.8851772
CUCA,30,0.683161262
CUCA,31,0.936238009
CUCA,32,1.259516667
CUCA,33,9.865869525
CUCA,34,8.384966157
CUCA,35,4.940335995
CUCA,36,1.613115162
DORMIDA,1,9.07623765
DORMIDA,2,1.071512928
DORMIDA,3,9.959280787
DORMIDA,4,1.595708681
DORMIDA,5,1.46331662
DORMIDA,6,4.728327859
DORMIDA,7,3.251978276
DORMIDA,8,5.165159792
DORMIDA,9,2.539492558
DORMIDA,10,0.0459064
DORMIDA,11,1.481713889
DORMIDA,12,0.436615012
DORMIDA,13,1.659066667
DORMIDA,14,0.534797523
DORMIDA,15,0.112308136
DORMIDA,16,5.014704248
DORMIDA,17,4.627835336
DORMIDA,18,4.174130058
DORMIDA,19,1.679841898
DORMIDA,20,0.119305556
DORMIDA,21,4.648267893
DORMIDA,22,2.701430787
DORMIDA,23,0.078666933
DORMIDA,24,0.19301162
DORMIDA,25,0.09307581
DORMIDA,26,2.163707095
DORMIDA,27,14.22133125
DORMIDA,28,1.492054745
DORMIDA,29,7.059999271
DORMIDA,30,0.339228866
DORMIDA,31,0.108920139
DORMIDA,32,2.627454896
DORMIDA,33,1.381583599
DORMIDA,34,6.225446759
DORMIDA,35,1.407066088
DORMIDA,36,1.559652199
DORMIDA,37,7.803943252
DORMIDA,38,0.035829167
DORMIDA,39,5.063859329
DORMIDA,40,1.289578079
DORMIDA,41,17.52027917
DORMIDA,42,12.87613831
DORMIDA,43,2.921961886
DORMIDA,44,0.168602315
DORMIDA,45,2.098567662
DORMIDA,46,31.00280872
DORMIDA,47,0.487440857
DORMIDA,48,2.348898495
DORMIDA,49,1.97436235
DORMIDA,50,58.4378287
DORMIDA,51,3.52690397
DORMIDA,52,6.768353623
DORMIDA,53,0.70453272
DORMIDA,54,11.67260532
DORMIDA,55,1.23600706
DORMIDA,56,16.95347126
DORMIDA,57,1.76762963
DORMIDA,58,1.314229213
DORMIDA,59,6.892976933
DORMIDA,60,0.813420139
DORMIDA,61,0.039609375
DORMIDA,62,62.8388601
DORMIDA,63,0.370047535
DORMIDA,64,0.02883125
DORMIDA,65,1.90806794
DORMIDA,66,0.246352963
DORMIDA,67,0.072598924
DORMIDA,68,0.311292894
DORMIDA,69,0.689445289
DORMIDA,70,3.938403669
DORMIDA,71,3.380860266
DORMIDA,72,0.788790671
DORMIDA,73,3.744877431
DORMIDA,74,12.52365155
DOUMEN,1,3.366655474
DOUMEN,2,4.018786343
DOUMEN,3,2.617071065
DOUMEN,4,5.116232407
DOUMEN,5,4.444917546
DOUMEN,6,38.08037597
DOUMEN,7,2.244560382
DOUMEN,8,0.465881979
DOUMEN,9,3.618184375
DOUMEN,10,2.970017164
DOUMEN,11,17.10981678
DOUMEN,12,5.581358646
DOUMEN,13,3.102571794
DOUMEN,14,4.950674653
DOUMEN,15,8.700923113
DOUMEN,16,13.37444147
DOUMEN,17,24.8991584
DOUMEN,18,0.558458912
DOUMEN,19,1.216296794
DOUMEN,20,3.192439549
DOUMEN,21,25.36103418
DOUMEN,22,0.15229934
DOUMEN,23,2.880093403
DOUMEN,24,0.695698229
DOUMEN,25,0.247537234
DOUMEN,26,0.262645023
DOUMEN,27,10.26220185
DOUMEN,28,0.822600035
DOUMEN,29,8.504612037
DOUMEN,30,1.092088889
DOUMEN,31,26.32162341
DOUMEN,32,1.642650116
DOUMEN,33,25.53789853
DOUMEN,34,5.463732292
DOUMEN,35,17.92344873
DOUMEN,36,0.701976898
DOUMEN,37,0.428412072
DOUMEN,38,0.040718437
DOUMEN,39,9.715075116
DOUMEN,40,92.49715737
DOUMEN,41,37.33588657
DOUMEN,42,11.39700498
DOUMEN,43,0.890912153
DOUMEN,44,18.90720586
DOUMEN,45,57.85345906
DOUMEN,46,23.46335999
FRANCIA,1,6.584603437
FRANCIA,2,7.408484259
FRANCIA,3,1.632023148
FRANCIA,4,0.653080162
FRANCIA,5,22.57706255
FRANCIA,6,1.640684919
FRANCIA,7,1.305483067
FRANCIA,8,5.941019942
FRANCIA,9,5.140651424
FRANCIA,10,9.175066782
FRANCIA,11,4.629922384
FRANCIA,12,1.286606053
FRANCIA,13,8.914328901
FRANCIA,14,1.098509722
FRANCIA,15,1.631927778
FRANCIA,16,2.744158218
FRANCIA,17,11.58115273
FRANCIA,18,0.434320255
FRANCIA,19,2.125722801
FRANCIA,20,15.73914046
FRANCIA,21,9.257227268
FRANCIA,22,1.042592095
FRANCIA,23,7.890174421
FRANCIA,24,3.766876435
FRANCIA,25,0.940473843
FRANCIA,26,2.056735301
FRANCIA,27,0.390221713
FRANCIA,28,0.282402049
FRANCIA,29,2.337335382
FRANCIA,30,6.104156632
FRANCIA,31,3.563358449
FRANCIA,32,1.64958978
FRANCIA,33,1.584189352
FRANCIA,34,0.611326435
FRANCIA,35,3.031937697
FRANCIA,36,0.90209838
FRANCIA,37,1.921380787
FRANCIA,38,4.324490509
FRANCIA,39,0.022943518
FRANCIA,40,1.542568518
FRANCIA,41,6.041594363
FRANCIA,42,19.81540544
FRANCIA,43,5.08926485
FRANCIA,44,14.62885706
FRANCIA,45,1.815949387
FRANCIA,46,16.04996347
FRANCIA,47,2.390137303
FRANCIA,48,0.796278357
FRANCIA,49,5.590942905
FRANCIA,50,11.57987968
FRANCIA,51,0.066105208
FRANCIA,52,2.707206099
FRANCIA,53,0.384615787
FRANCIA,54,12.50871756
FRANCIA,55,4.426148877
FRANCIA,56,1.420887465
FRANCIA,57,0.87174706
FRANCIA,58,6.31924691
FRANCIA,59,0.839624815
FRANCIA,60,1.184889387
FRANCIA,61,0.633833762
FRANCIA,62,0.877711377
FRANCIA,63,0.389911227
FRANCIA,64,2.99289934
FRANCIA,65,6.580346562
FRANCIA,66,27.98767161
FRANCIA,67,0.383511852
FRANCIA,68,7.351306829
FRANCIA,69,4.845965891
FRANCIA,70,4.080687188
FRANCIA,71,10.24987824
FRANCIA,72,1.060742974
FRANCIA,73,14.63743479
FRANCIA,74,4.936494722
FRANCIA,75,22.44280247
FRANCIA,76,18.74085795
FRANCIA,77,1.937852002
FRANCIA,78,11.59258105
FRANCIA,79,2.300458495
FRANCIA,80,0.909926505
FRANCIA,81,0.816112419
FRANCIA,82,12.88335637
FRANCIA,83,5.608456632
FRANCIA,84,28.62853889
FRANCIA,85,4.274367593
FRANCIA,86,3.985841007
FRANCIA,87,39.87034216
FRANCIA,88,12.97365463
FRANCIA,89,0.059623113
FRANCIA,90,0.494171875
FRANCIA,91,5.199885336
FRANCIA,92,34.31107457
GALAXIA,1,8.530072569
GALAXIA,2,2.750993634
GALAXIA,3,20.01810344
GALAXIA,4,14.60181806
GALAXIA,5,19.13245946
GALAXIA,6,3.153308912
GALAXIA,7,0.472980671
GALAXIA,8,1.113186806
GALAXIA,9,14.07557928
GALAXIA,10,21.56693904
GALAXIA,11,48.05018684
GALAXIA,12,28.48774028
GALAXIA,13,8.654318553
GALAXIA,14,0.903018669
GALAXIA,15,2.427918009
GALAXIA,16,23.9649578
GALAXIA,17,12.90697736
GALAXIA,18,36.17158125
GALAXIA,19,3.90534456
GALAXIA,20,12.78404275
GALAXIA,21,189.5399474
GALAXIA,22,9.457372072
GALAXIA,23,6.975746181
GALAXIA,24,24.18573009
GIRASOLES,1,1.187877662
GIRASOLES,2,59.4594397
GIRASOLES,3,0.261241053
GRULLA,1,4.585931331
GRULLA,2,11.47384039
GRULLA,3,18.82775398
GRULLA,4,15.54288653
GRULLA,5,1.312269907
GRULLA,6,5.935635451
GRULLA,7,3.31134147
GRULLA,8,1.645098079
GRULLA,9,30.70693267
GRULLA,10,2.247583218
GRULLA,11,8.215228472
GRULLA,12,0.121786424
GRULLA,13,64.42296778
GRULLA,14,47.80891698
GRULLA,15,13.55753973
GRULLA,16,1.79218125
GRULLA,17,12.87869294
GRULLA,18,2.453316435
GRULLA,19,13.69274332
GRULLA,20,14.20261247
GRULLA,21,0.128937963
GRULLA,22,68.35493487
GRULLA,23,107.6230263
GRULLA,24,2.071121678
GRULLA,25,40.67200633
GRULLA,26,4.343884074
GRULLA,27,13.03677828
GUADALAJARA,1,18.0360434
GUADALAJARA,2,5.337958518
GUADALAJARA,3,58.45542905
GUADALAJARA,4,0.180446111
GUADALAJARA,5,0.601596447
GUADALAJARA,6,2.461688924
GUADALAJARA,7,5.654125926
GUADALAJARA,8,49.54192836
GUADALAJARA,9,6.453610764
GUADALAJARA,10,25.99856409
GUADALAJARA,11,1.330047616
GUADALAJARA,12,12.95416088
GUADALAJARA,13,3.291376933
GUADALAJARA,14,0.043055521
GUADALAJARA,15,74.13240076
GUADALAJARA,16,15.14910814
GUADALAJARA,17,0.484344144
GUADALAJARA,18,66.15721192
GUADALAJARA,19,8.559380289
GUADALAJARA,20,47.85505562
GUADALAJARA,21,33.39319378
GUADALAJARA,22,31.03666718
GUADALAJARA,23,0.79334537
GUADALAJARA,24,8.715958137
GUADALAJARA,25,0.790497651
GUADALAJARA,26,2.605406562
GUADALAJARA,27,1.72729213
GUADALAJARA,28,7.503149074
GUERRERO,1,53.79161369
GUERRERO,2,0.069081481
GUERRERO,3,17.55034101
GUERRERO,4,2.388361921
GUERRERO,5,0.117273264
GUERRERO,6,1.385046597
GUERRERO,7,18.85821501
GUERRERO,8,6.44571088
GUERRERO,9,28.94125463
GUERRERO,10,0.094927396
GUERRERO,11,22.1458066
GUERRERO,12,3.523881563
GUERRERO,13,37.49455498
GUERRERO,14,17.84073476
GUERRERO,15,22.60450567
GUERRERO,16,6.58127191
GUERRERO,17,12.35810035
GUERRERO,18,17.7917939
GUERRERO,19,6.56360397
GUERRERO,20,10.40960378
GUERRERO,21,2.745452234
GUERRERO,22,2.440550301
GUERRERO,23,89.60050995
GUERRERO,24,0.138006562
HIDALGO,1,20.60396497
HIDALGO,2,33.54041493
HIDALGO,3,1.39878662
HIDALGO,4,10.6656539
HIDALGO,5,129.7807694
HIDALGO,6,144.7352252
HIDALGO,7,12.69284468
HIDALGO,8,28.37321219
HIDALGO,9,8.718483681
HIDALGO,10,13.94359063
HUANG TIAN,1,5.499447072
HUANG TIAN,2,13.42941948
HUANG TIAN,3,5.91290559
HUANG TIAN,4,0.151077627
HUANG TIAN,5,1.561544213
HUANG TIAN,6,1.480987847
HUANG TIAN,7,17.44227176
HUANG TIAN,8,4.758278009
HUANG TIAN,9,8.068199919
HUANG TIAN,10,15.57725799
HUANG TIAN,11,8.056117627
HUANG TIAN,12,23.19206222
HUANG TIAN,13,23.19206222
HUANG TIAN,14,0.222796181
HUANG TIAN,15,0.144823773
HUANG TIAN,16,2.374055359
HUANG TIAN,17,89.29664553
HUANG TIAN,18,44.40802241
HUANG TIAN,19,2.546206944
HUANG TIAN,20,8.950856134
HUANG TIAN,21,8.724670648
HUANG TIAN,22,2.268467477
HUANG TIAN,23,6.297476192
HUANG TIAN,24,0.971978322
HUANG TIAN,25,1.012652859
HUANG TIAN,26,1.309026111
HUANG TIAN,27,0.272502315
HUANG TIAN,28,7.873754595
HUANG TIAN,29,0.889864468
HUANG TIAN,30,0.28689375
HUANG TIAN,31,0.050232905
HUANG TIAN,32,3.720534572
HUANG TIAN,33,0.31150228
HUANG TIAN,34,1.774622801
HUANG TIAN,35,0.027319294
HUANG TIAN,36,0.707296065
HUANG TIAN,37,0.641208947
HUANG TIAN,38,0.124732373
HUANG TIAN,39,0.110503009
HUANG TIAN,40,6.185725266
HUANG TIAN,41,3.596809757
HUANG TIAN,42,0.02108669
HUANG TIAN,43,1.768703438
HUANG TIAN,44,0.268050347
HUANG TIAN,45,2.681362998
HUANG TIAN,46,11.93356971
HUANG TIAN,47,5.708472755
HUANG TIAN,48,1.081191667
HUANG TIAN,49,16.52357963
HUANG TIAN,50,1.321190706
HUANG TIAN,51,16.97335903
HUANG TIAN,52,5.763995799
HUANG TIAN,53,2.069598692
HUANG TIAN,54,3.733430289
HUANG TIAN,55,0.164731829
HUANG TIAN,56,9.972823958
HUANG TIAN,57,6.389418484
HUANG TIAN,58,3.481855394
HUANG TIAN,59,0.115463079
HUANG TIAN,60,0.346402512
HUANG TIAN,61,5.971139468
HUANG TIAN,62,1.16310397
HUANG TIAN,63,2.797201852
HUANG TIAN,64,11.92044067
HUANG TIAN,65,0.191765671
HUANG TIAN,66,0.341425694
HUANG TIAN,67,0.068004595
HUANG TIAN,68,0.084398657
HUANG TIAN,69,0.472125382
HUANG TIAN,70,0.231857986
HUANG TIAN,71,0.066093947
HUANG TIAN,72,17.33970833
HUANG TIAN,73,35.09469914
HUANG TIAN,74,13.53920096
HUANG TIAN,75,8.180623762
HUANG TIAN,76,1.425202396
HULK,1,27.50867817
HULK,2,13.27812377
HULK,3,14.14225752
HULK,4,7.850447187
HULK,5,12.34379622
HULK,6,60.14968113
HULK,7,12.34104777
HULK,8,28.73452674
HULK,9,0.404894062
HULK,10,15.27941733
HULK,11,5.687601933
HULK,12,0.275633565
HULK,13,0.05360162
HULK,14,19.6318944
HULK,15,0.122394792
HULK,16,3.133096956
HULK,17,2.207137732
HULK,18,0.521394282
HULK,19,9.411961956
HULK,20,1.635593553
HULK,21,71.22975228
HULK,22,27.47733581
HULK,23,60.54561578
HULK,24,51.66540154
HULK,25,5.386893704
HULK,26,3.711436655
HULK,27,2.707795799
HULK,28,0.604504861
HULK,29,1.850962963
HULK,30,5.638659873
HULK,31,4.445996146
HULK,32,37.48478542
INGRATA,1,38.04437346
INGRATA,2,78.51559193
INGRATA,3,45.1715064
INGRATA,4,0.381635567
INGRATA,5,23.29031774
INGRATA,6,0.33119912
INGRATA,7,24.57008796
INGRATA,8,3.72493669
INGRATA,9,15.8905983
INGRATA,10,6.332904745
INGRATA,11,20.86580155
INGRATA,12,54.01828082
INGRATA,13,16.24451774
INGRATA,14,11.98912009
INGRATA,15,127.8953531
JALISCO,1,2.325120486
JALISCO,2,16.96268244
JALISCO,3,106.6558665
JALISCO,4,46.28058476
JALISCO,5,2.4251414
JALISCO,6,8.950619329
JALISCO,7,0.034451157
JALISCO,8,18.08229301
JALISCO,9,6.627055868
JALISCO,10,0.04156559
JALISCO,11,3.008056782
JALISCO,12,0.156215347
JALISCO,13,12.44461589
JALISCO,14,10.29502647
JALISCO,15,0.315976887
JALISCO,16,156.5758098
JALISCO,17,39.91968666
JALISCO,18,6.607276111
JALISCO,19,10.9045774
JALISCO,20,29.04593141
JAMAY,1,0.118055556
JAMAY,2,116.7194444
JAMAY,3,5.454166667
JAMAY,4,24.38680556
JAMAY,5,10.94791667
JAMAY,6,0.285416667
JAMAY,7,0.441666667
JAMAY,8,19.12222222
JAMAY,9,19.68541667
JAMAY,10,5.2
JAMAY,11,4.245833333
JAMAY,12,79.17222222
JAMAY,13,10.38055556
JAMAY,14,17.88333333
JAMAY,15,23.98611111
JAMAY,16,14.61805556
JUAREZ,1,6.605486771
JUAREZ,2,27.72578924
JUAREZ,3,0.195559097
JUAREZ,4,20.86822285
JUAREZ,5,1.83271809
JUAREZ,6,14.75651192
JUAREZ,7,6.051911076
JUAREZ,8,48.84228947
JUAREZ,9,0.428397141
JUAREZ,10,3.298458056
JUAREZ,11,15.69921038
JUAREZ,12,2.533630556
JUAREZ,13,0.066450347
